,weak_acc,strong_acc,transfer_acc_xent,transfer_acc_logconf,weak_params,weak_step_size,strong_params,strong_step_size
430,0.635,0.635,0.635,0.585,2.8,31000,0.16,121000
431,0.635,0.675,0.635,0.51,2.8,31000,0.16,31000
432,0.635,0.63,0.635,0.555,2.8,31000,0.16,61000
433,0.635,0.63,0.635,0.6,2.8,31000,0.16,91000
434,0.635,0.64,0.635,0.555,2.8,31000,1.0,1000
435,0.635,0.57,0.635,0.53,2.8,31000,1.0,121000
436,0.635,0.655,0.635,0.485,2.8,31000,1.0,31000
437,0.635,0.665,0.635,0.56,2.8,31000,1.0,61000
438,0.635,0.63,0.635,0.52,2.8,31000,1.0,91000
439,0.635,0.64,0.635,0.5,2.8,31000,2.8,1000
440,0.635,0.57,0.635,0.565,2.8,31000,2.8,121000
441,0.635,0.635,0.635,0.575,2.8,31000,2.8,31000
442,0.635,0.635,0.635,0.535,2.8,31000,2.8,61000
443,0.635,0.635,0.635,0.555,2.8,31000,2.8,91000
444,0.635,0.565,0.635,0.575,2.8,31000,0.41,1000
445,0.635,0.58,0.635,0.59,2.8,31000,0.41,121000
446,0.635,0.66,0.635,0.59,2.8,31000,0.41,31000
447,0.635,0.735,0.635,0.595,2.8,31000,0.41,61000
448,0.635,0.715,0.635,0.62,2.8,31000,0.41,91000
449,0.635,0.635,0.635,0.58,2.8,61000,1.4,1000
450,0.635,0.635,0.635,0.53,2.8,61000,1.4,121000
451,0.635,0.605,0.635,0.58,2.8,61000,1.4,31000
452,0.635,0.635,0.635,0.59,2.8,61000,1.4,61000
453,0.635,0.57,0.635,0.5,2.8,61000,1.4,91000
454,0.635,0.65,0.635,0.57,2.8,61000,0.16,1000
455,0.635,0.635,0.635,0.485,2.8,61000,0.16,121000
456,0.635,0.675,0.635,0.485,2.8,61000,0.16,31000
457,0.635,0.63,0.635,0.49,2.8,61000,0.16,61000
458,0.635,0.63,0.635,0.605,2.8,61000,0.16,91000
459,0.635,0.64,0.635,0.535,2.8,61000,1.0,1000
460,0.635,0.57,0.635,0.52,2.8,61000,1.0,121000
461,0.635,0.655,0.635,0.55,2.8,61000,1.0,31000
462,0.635,0.665,0.635,0.55,2.8,61000,1.0,61000
463,0.635,0.63,0.635,0.47,2.8,61000,1.0,91000
464,0.635,0.64,0.635,0.595,2.8,61000,2.8,1000
465,0.635,0.57,0.635,0.525,2.8,61000,2.8,121000
466,0.635,0.635,0.635,0.5,2.8,61000,2.8,31000
467,0.635,0.635,0.635,0.54,2.8,61000,2.8,61000
468,0.635,0.635,0.635,0.475,2.8,61000,2.8,91000
469,0.635,0.565,0.635,0.58,2.8,61000,0.41,1000
470,0.635,0.58,0.635,0.435,2.8,61000,0.41,121000
471,0.635,0.66,0.635,0.595,2.8,61000,0.41,31000
472,0.635,0.735,0.635,0.61,2.8,61000,0.41,61000
473,0.635,0.715,0.635,0.49,2.8,61000,0.41,91000
474,0.59,0.635,0.605,0.575,2.8,91000,1.4,1000
475,0.59,0.635,0.605,0.58,2.8,91000,1.4,121000
476,0.59,0.605,0.585,0.55,2.8,91000,1.4,31000
477,0.59,0.635,0.585,0.58,2.8,91000,1.4,61000
478,0.59,0.57,0.6,0.56,2.8,91000,1.4,91000
479,0.59,0.65,0.59,0.57,2.8,91000,0.16,1000
480,0.59,0.635,0.61,0.545,2.8,91000,0.16,121000
481,0.59,0.675,0.6,0.555,2.8,91000,0.16,31000
482,0.59,0.63,0.59,0.565,2.8,91000,0.16,61000
483,0.59,0.63,0.59,0.555,2.8,91000,0.16,91000
484,0.59,0.64,0.595,0.505,2.8,91000,1.0,1000
485,0.59,0.57,0.61,0.56,2.8,91000,1.0,121000
486,0.59,0.655,0.59,0.57,2.8,91000,1.0,31000
487,0.59,0.665,0.615,0.56,2.8,91000,1.0,61000
488,0.59,0.63,0.62,0.595,2.8,91000,1.0,91000
489,0.59,0.64,0.6,0.575,2.8,91000,2.8,1000
490,0.59,0.57,0.6,0.55,2.8,91000,2.8,121000
491,0.59,0.635,0.595,0.535,2.8,91000,2.8,31000
492,0.59,0.635,0.595,0.56,2.8,91000,2.8,61000
493,0.59,0.635,0.605,0.55,2.8,91000,2.8,91000
494,0.59,0.565,0.6,0.605,2.8,91000,0.41,1000
495,0.59,0.58,0.61,0.5,2.8,91000,0.41,121000
496,0.59,0.66,0.6,0.585,2.8,91000,0.41,31000
497,0.59,0.735,0.61,0.59,2.8,91000,0.41,61000
498,0.59,0.715,0.61,0.535,2.8,91000,0.41,91000
499,0.645,0.635,0.64,0.56,0.41,1000,1.4,1000
500,0.645,0.635,0.64,0.54,0.41,1000,1.4,121000
501,0.645,0.605,0.64,0.56,0.41,1000,1.4,31000
502,0.645,0.635,0.64,0.58,0.41,1000,1.4,61000
503,0.645,0.57,0.64,0.52,0.41,1000,1.4,91000
504,0.62,0.65,0.615,0.555,0.41,1000,0.16,1000
505,0.62,0.62,0.615,0.56,0.41,1000,0.16,121000
506,0.62,0.66,0.625,0.62,0.41,1000,0.16,31000
507,0.62,0.685,0.625,0.58,0.41,1000,0.16,61000
508,0.62,0.635,0.62,0.595,0.41,1000,0.16,91000
509,0.645,0.64,0.64,0.52,0.41,1000,1.0,1000
510,0.635,0.695,0.635,0.49,0.41,1000,1.0,121000
511,0.645,0.655,0.64,0.53,0.41,1000,1.0,31000
512,0.645,0.665,0.64,0.56,0.41,1000,1.0,61000
513,0.645,0.63,0.64,0.55,0.41,1000,1.0,91000
514,0.645,0.64,0.64,0.505,0.41,1000,2.8,1000
515,0.645,0.57,0.64,0.455,0.41,1000,2.8,121000
516,0.645,0.635,0.64,0.495,0.41,1000,2.8,31000
517,0.645,0.635,0.64,0.56,0.41,1000,2.8,61000
518,0.645,0.635,0.64,0.545,0.41,1000,2.8,91000
519,0.635,0.595,0.635,0.59,0.41,1000,0.41,1000
520,0.635,0.685,0.635,0.585,0.41,1000,0.41,121000
521,0.635,0.725,0.635,0.445,0.41,1000,0.41,31000
522,0.635,0.72,0.635,0.595,0.41,1000,0.41,61000
523,0.635,0.745,0.635,0.465,0.41,1000,0.41,91000
524,0.635,0.635,0.635,0.62,0.41,121000,1.4,1000
525,0.635,0.635,0.635,0.585,0.41,121000,1.4,121000
526,0.635,0.605,0.635,0.62,0.41,121000,1.4,31000
527,0.635,0.635,0.635,0.615,0.41,121000,1.4,61000
528,0.635,0.57,0.635,0.575,0.41,121000,1.4,91000
529,0.65,0.65,0.64,0.62,0.41,121000,0.16,1000
530,0.65,0.62,0.605,0.595,0.41,121000,0.16,121000
531,0.65,0.66,0.625,0.59,0.41,121000,0.16,31000
532,0.65,0.685,0.62,0.6,0.41,121000,0.16,61000
533,0.65,0.635,0.615,0.615,0.41,121000,0.16,91000
534,0.635,0.555,0.635,0.5,0.41,121000,1.0,1000
535,0.635,0.68,0.635,0.595,0.41,121000,1.0,121000
536,0.635,0.72,0.635,0.56,0.41,121000,1.0,31000
537,0.635,0.745,0.635,0.55,0.41,121000,1.0,61000
538,0.635,0.63,0.635,0.595,0.41,121000,1.0,91000
539,0.635,0.64,0.635,0.565,0.41,121000,2.8,1000
540,0.635,0.57,0.635,0.585,0.41,121000,2.8,121000
541,0.635,0.635,0.635,0.6,0.41,121000,2.8,31000
542,0.635,0.635,0.635,0.56,0.41,121000,2.8,61000
543,0.635,0.635,0.635,0.535,0.41,121000,2.8,91000
544,0.635,0.595,0.635,0.56,0.41,121000,0.41,1000
545,0.635,0.685,0.635,0.55,0.41,121000,0.41,121000
546,0.635,0.725,0.635,0.55,0.41,121000,0.41,31000
547,0.635,0.72,0.635,0.565,0.41,121000,0.41,61000
548,0.635,0.745,0.635,0.57,0.41,121000,0.41,91000
549,0.68,0.635,0.665,0.505,0.41,31000,1.4,1000
550,0.68,0.635,0.705,0.655,0.41,31000,1.4,121000
551,0.68,0.605,0.71,0.675,0.41,31000,1.4,31000
552,0.68,0.635,0.69,0.625,0.41,31000,1.4,61000
553,0.68,0.57,0.695,0.65,0.41,31000,1.4,91000
554,0.69,0.65,0.695,0.62,0.41,31000,0.16,1000
555,0.69,0.62,0.66,0.635,0.41,31000,0.16,121000
556,0.69,0.66,0.68,0.635,0.41,31000,0.16,31000
557,0.69,0.685,0.69,0.655,0.41,31000,0.16,61000
558,0.69,0.635,0.695,0.67,0.41,31000,0.16,91000
559,0.71,0.55,0.675,0.69,0.41,31000,1.0,1000
560,0.71,0.695,0.715,0.675,0.41,31000,1.0,121000
561,0.71,0.755,0.715,0.71,0.41,31000,1.0,31000
562,0.71,0.745,0.735,0.71,0.41,31000,1.0,61000
563,0.71,0.58,0.73,0.69,0.41,31000,1.0,91000
564,0.68,0.64,0.62,0.595,0.41,31000,2.8,1000
565,0.68,0.57,0.7,0.575,0.41,31000,2.8,121000
566,0.68,0.635,0.695,0.655,0.41,31000,2.8,31000
567,0.68,0.635,0.695,0.605,0.41,31000,2.8,61000
568,0.68,0.635,0.7,0.635,0.41,31000,2.8,91000
569,0.71,0.595,0.645,0.61,0.41,31000,0.41,1000
570,0.71,0.685,0.74,0.625,0.41,31000,0.41,121000
571,0.71,0.725,0.74,0.665,0.41,31000,0.41,31000
572,0.71,0.72,0.73,0.72,0.41,31000,0.41,61000
573,0.71,0.745,0.735,0.705,0.41,31000,0.41,91000
574,0.69,0.635,0.665,0.56,0.41,61000,1.4,1000
575,0.69,0.635,0.645,0.605,0.41,61000,1.4,121000
576,0.69,0.605,0.74,0.685,0.41,61000,1.4,31000
577,0.69,0.635,0.72,0.695,0.41,61000,1.4,61000
578,0.69,0.57,0.715,0.66,0.41,61000,1.4,91000
579,0.69,0.65,0.685,0.625,0.41,61000,0.16,1000
580,0.69,0.62,0.655,0.605,0.41,61000,0.16,121000
581,0.69,0.66,0.665,0.625,0.41,61000,0.16,31000
582,0.69,0.685,0.685,0.7,0.41,61000,0.16,61000
583,0.69,0.635,0.665,0.635,0.41,61000,0.16,91000
584,0.715,0.55,0.67,0.625,0.41,61000,1.0,1000
585,0.715,0.695,0.68,0.645,0.41,61000,1.0,121000
586,0.715,0.755,0.705,0.67,0.41,61000,1.0,31000
587,0.715,0.745,0.705,0.695,0.41,61000,1.0,61000
588,0.715,0.58,0.72,0.69,0.41,61000,1.0,91000
589,0.69,0.64,0.625,0.65,0.41,61000,2.8,1000
590,0.69,0.57,0.645,0.59,0.41,61000,2.8,121000
591,0.69,0.635,0.73,0.695,0.41,61000,2.8,31000
592,0.69,0.635,0.75,0.68,0.41,61000,2.8,61000
593,0.69,0.635,0.66,0.55,0.41,61000,2.8,91000
594,0.715,0.595,0.685,0.585,0.41,61000,0.41,1000
595,0.715,0.685,0.72,0.585,0.41,61000,0.41,121000
596,0.715,0.725,0.715,0.6,0.41,61000,0.41,31000
597,0.715,0.72,0.73,0.7,0.41,61000,0.41,61000
598,0.715,0.745,0.715,0.675,0.41,61000,0.41,91000
599,0.625,0.635,0.63,0.565,0.41,91000,1.4,1000
600,0.625,0.635,0.645,0.605,0.41,91000,1.4,121000
601,0.625,0.605,0.64,0.605,0.41,91000,1.4,31000
602,0.625,0.635,0.64,0.615,0.41,91000,1.4,61000
603,0.625,0.57,0.64,0.57,0.41,91000,1.4,91000
604,0.75,0.65,0.695,0.68,0.41,91000,0.16,1000
605,0.75,0.62,0.72,0.615,0.41,91000,0.16,121000
606,0.75,0.66,0.745,0.655,0.41,91000,0.16,31000
607,0.75,0.685,0.725,0.65,0.41,91000,0.16,61000
608,0.75,0.635,0.69,0.64,0.41,91000,0.16,91000
609,0.735,0.55,0.66,0.57,0.41,91000,1.0,1000
610,0.735,0.695,0.715,0.68,0.41,91000,1.0,121000
611,0.735,0.755,0.695,0.71,0.41,91000,1.0,31000
612,0.735,0.745,0.69,0.715,0.41,91000,1.0,61000
613,0.735,0.58,0.7,0.695,0.41,91000,1.0,91000
614,0.625,0.64,0.64,0.605,0.41,91000,2.8,1000
615,0.625,0.57,0.645,0.625,0.41,91000,2.8,121000
616,0.625,0.635,0.635,0.65,0.41,91000,2.8,31000
617,0.625,0.635,0.635,0.565,0.41,91000,2.8,61000
618,0.625,0.635,0.635,0.55,0.41,91000,2.8,91000
619,0.735,0.595,0.635,0.545,0.41,91000,0.41,1000
620,0.735,0.685,0.7,0.665,0.41,91000,0.41,121000
621,0.735,0.725,0.715,0.67,0.41,91000,0.41,31000
622,0.735,0.72,0.705,0.71,0.41,91000,0.41,61000
623,0.735,0.745,0.705,0.685,0.41,91000,0.41,91000
